Population,Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
All Population,Karnataka,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.0007715645456693102,0.0005961433997883973,0.0009670695512416124
All Population,Kerala,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,18,,
All Population,Kerala,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.0013663445478440622,0.001064424790511255,0.0017094446503163763
All Population,Madhya Pradesh,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,19,,
All Population,Madhya Pradesh,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.0018786378108150772,0.0015651031283814786,0.002293527344907733
All Population,Maharashtra,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,19,,
All Population,Maharashtra,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.0016261903334671105,0.0012819363514510991,0.0019657533654978444
All Population,Manipur,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,20,,
All Population,Manipur,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.0007013352092299644,0.0005372625821082457,0.0008999373296115012
All Population,Meghalaya,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,19,,
All Population,Meghalaya,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.0011538322101093221,0.0008947077708630734,0.0014636373762464982
All Population,Mizoram,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,19,,
All Population,Mizoram,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.001269398000140585,0.000849286910384781,0.001813095100532724
All Population,Nagaland,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,19,,
All Population,Nagaland,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.002519029213438179,0.0018761355490920307,0.0033523187501546007
All Population,Odisha,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,19,,
All Population,Odisha,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.002740711665251527,0.0022256022204776168,0.003333503191334972
All Population,Other Union Territories,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,19,,
All Population,Other Union Territories,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.0012114044563234303,0.0009851040562751058,0.0014781740960917195
All Population,Punjab,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,19,,
All Population,Punjab,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.0009232280801632477,0.0007645165911845923,0.0010997222960520544
All Population,Rajasthan,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,19,,
All Population,Rajasthan,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.001100350907212278,0.0008076282380543191,0.001394525285119041
All Population,Sikkim,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,20,,
All Population,Sikkim,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.00030353657792572234,0.00022807136679038194,0.000389866896019105
All Population,Tamil Nadu,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,21,,
All Population,Tamil Nadu,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.0008609373333622247,0.0007108348707093931,0.001040124309350312
All Population,Telangana,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,20,,
All Population,Telangana,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.0006816767086657801,0.0005418156605415577,0.0008366110622306086
All Population,Tripura,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,18,,
All Population,Tripura,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.001123275155919232,0.0009291093139106237,0.0013985385869891877
All Population,Uttar Pradesh,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,18,,
All Population,Uttar Pradesh,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.001951738830675263,0.0015845045814998325,0.002340214683558601
All Population,Uttarakhand,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,21,,
All Population,Uttarakhand,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.0009614675077840017,0.0006692156786396184,0.001320325873444195
All Population,West Bengal,2021,15-49 years,Both,Skin and subcutaneous diseases,Death rank,19,,
All Population,West Bengal,2021,15-49 years,Both,Skin and subcutaneous diseases,Percent of total deaths,0.0018372129626536718,0.001486460382437714,0.0021801581470971975
All Population,Andhra Pradesh,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Andhra Pradesh,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Arunachal Pradesh,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Arunachal Pradesh,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Assam,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Assam,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Bihar,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Bihar,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Chhattisgarh,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Chhattisgarh,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Delhi,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Delhi,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Goa,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Goa,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Gujarat,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Gujarat,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Haryana,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Haryana,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Himachal Pradesh,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Himachal Pradesh,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Jammu & Kashmir and Ladakh,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Jammu & Kashmir and Ladakh,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Jharkhand,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Jharkhand,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Karnataka,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Karnataka,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Kerala,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Kerala,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Madhya Pradesh,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Madhya Pradesh,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Maharashtra,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Maharashtra,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Manipur,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Manipur,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Meghalaya,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Meghalaya,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Mizoram,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Mizoram,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Nagaland,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Nagaland,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Odisha,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Odisha,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Other Union Territories,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Other Union Territories,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Punjab,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Punjab,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Rajasthan,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Rajasthan,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Sikkim,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Sikkim,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Tamil Nadu,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Tamil Nadu,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Telangana,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Telangana,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Tripura,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Tripura,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Uttar Pradesh,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Uttar Pradesh,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Uttarakhand,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,Uttarakhand,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,West Bengal,2021,15-49 years,Both,Sense organ diseases,Death rank,,,
All Population,West Bengal,2021,15-49 years,Both,Sense organ diseases,Percent of total deaths,,,
All Population,Andhra Pradesh,2021,15-49 years,Both,Musculoskeletal disorders,Death rank,19,,
All Population,Andhra Pradesh,2021,15-49 years,Both,Musculoskeletal disorders,Percent of total deaths,0.0010334810074583796,0.0007020328226393499,0.0013434654075057107
All Population,Arunachal Pradesh,2021,15-49 years,Both,Musculoskeletal disorders,Death rank,19,,
All Population,Arunachal Pradesh,2021,15-49 years,Both,Musculoskeletal disorders,Percent of total deaths,0.0008401052790993749,0.0006686794750747778,0.0010730778981541875
All Population,Assam,2021,15-49 years,Both,Musculoskeletal disorders,Death rank,21,,
All Population,Assam,2021,15-49 years,Both,Musculoskeletal disorders,Percent of total deaths,0.0008527565439808664,0.0006639656826790028,0.001041121380567323
All Population,Bihar,2021,15-49 years,Both,Musculoskeletal disorders,Death rank,20,,
All Population,Bihar,2021,15-49 years,Both,Musculoskeletal disorders,Percent of total deaths,0.0009718427727108123,0.000734895986666938,0.0012395194303966924
All Population,Chhattisgarh,2021,15-49 years,Both,Musculoskeletal disorders,Death rank,21,,
All Population,Chhattisgarh,2021,15-49 years,Both,Musculoskeletal disorders,Percent of total deaths,0.0007366336582429971,0.0005430409251798795,0.0009118865636401885
All Population,Delhi,2021,15-49 years,Both,Musculoskeletal disorders,Death rank,19,,
All Population,Delhi,2021,15-49 years,Both,Musculoskeletal disorders,Percent of total deaths,0.0014429400212217823,0.0008831647167956504,0.0018682150946944353
All Population,Goa,2021,15-49 years,Both,Musculoskeletal disorders,Death rank,21,,
All Population,Goa,2021,15-49 years,Both,Musculoskeletal disorders,Percent of total deaths,0.0010468321728537469,0.0007030112547610773,0.0015029234136239114
All Population,Gujarat,2021,15-49 years,Both,Musculoskeletal disorders,Death rank,19,,
All Population,Gujarat,2021,15-49 years,Both,Musculoskeletal disorders,Percent of total deaths,0.0012603437750623226,0.0008621787415659779,0.0015600303943081525
All Population,Haryana,2021,15-49 years,Both,Musculoskeletal disorders,Death rank,20,,
All Population,Haryana,2021,15-49 years,Both,Musculoskeletal disorders,Percent of total deaths,0.0011789004081418923,0.0007243097364380548,0.0014525576413380982
All Population,Himachal Pradesh,2021,15-49 years,Both,Musculoskeletal disorders,Death rank,20,,
All Population,Himachal Pradesh,2021,15-49 years,Both,Musculoskeletal disorders,Percent of total deaths,0.0010417798196472449,0.000773555443607621,0.001312872150920847
All Population,Jammu & Kashmir and Ladakh,2021,15-49 years,Both,Musculoskeletal disorders,Death rank,19,,
All Population,Jammu & Kashmir and Ladakh,2021,15-49 years,Both,Musculoskeletal disorders,Percent of total deaths,0.0008850172650833857,0.0006902220473856237,0.0011101230557635817
All Population,Jharkhand,2021,15-49 years,Both,Musculoskeletal disorders,Death rank,20,,
All Population,Jharkhand,2021,15-49 years,Both,Musculoskeletal disorders,Percent of total deaths,0.0011656526820765529,0.0007818131513564162,0.0016037793663282495
All Population,Karnataka,2021,15-49 years,Both,Musculoskeletal disorders,Death rank,19,,
All Population,Karnataka,2021,15-49 years,Both,Musculoskeletal disorders,Percent of total deaths,0.000867130418785469,0.0006941525151372823,0.001050208689349417
